X1,X2,X3,X4,X5,X6,X7,X8,X9,Y,S
7.465840829,15.43160926,3.441358744,0,1,1,-0.138828219,-2.620361464,-0.294383334,0,0
11.36230044,6.57174838,2.078933014,0,0,0,-0.164409151,1.696194869,-3.025647989,0,0
1.527380349,4.292105413,5.838805358,0,0,0,0.823212103,1.059110461,-0.385626584,0,0
3.920443103,0.664604818,5.666142559,0,0,0,3.784633379,0.799350026,0.449002291,0,0
4.093151879,8.444607889,4.689734436,0,1,1,-0.552728526,1.470622992,-2.609544241,0,0
10.32449641,10.28268601,-0.333316516,1,0,1,-0.313838077,-2.557391745,0.57221645,0,0
6.285331616,5.179682429,-0.958609454,0,1,1,0.981809503,-1.798752059,0.289403167,0,0
6.655438985,5.941771036,4.29576673,0,1,1,1.102049906,-0.332128649,-0.511545927,0,0
9.594841993,3.998986947,1.867921647,1,1,0,1.788946277,3.506450633,-2.409889987,0,0
5.554142217,4.637892757,3.41198274,0,0,1,2.772469124,-3.656990795,2.416549442,1,0
5.570784921,11.43851224,6.845517277,0,0,0,-1.616520972,-1.952979407,3.028829246,0,0
4.528912086,8.671962423,5.132432572,0,1,0,2.648812524,-1.600833237,1.619497454,0,0
9.279960162,12.19063099,6.767904204,0,0,0,0.560350743,-1.999124302,0.553452838,0,0
5.857403681,5.671161052,4.847586278,1,1,0,-2.045380085,0.791814264,0.667990748,0,0
7.067473492,4.326311344,-0.757907967,0,0,0,-1.559015683,-0.283151325,-3.810075119,0,0
3.872332302,15.43719831,7.406574899,1,0,0,-4.566168562,-0.890081004,-0.22023836,0,0
1.328510377,3.083066446,10.18813244,0,1,1,0.305006229,-2.205721354,-0.144575122,0,0
4.944054463,2.639256751,5.343305887,0,1,1,-3.659055863,5.630272563,-1.048056548,0,0
3.29687751,0.693130096,7.223946808,1,1,1,-0.595932647,-1.210434834,1.537011601,0,0
2.301118963,6.704587665,9.878868122,1,0,0,0.683024335,1.014271162,2.047417567,0,0
6.019181147,8.535474165,3.5078161,1,0,1,-0.649588391,0.791585193,1.617091827,0,0
0.761855371,-0.620967623,6.74828034,0,0,0,0.617898192,3.105920785,-0.685839384,0,0
6.604163091,5.691445321,4.98006836,0,0,0,-0.132093674,0.452223063,0.565465339,0,0
5.318849786,7.687613348,8.780852121,1,1,0,1.402916254,-1.00165759,-0.024835067,0,0
6.449570194,4.762389587,6.740402341,1,1,0,-0.86532502,3.030230266,-0.881069696,0,0
2.335052663,-0.140226792,3.433734419,0,1,1,-1.478071639,-4.906738487,3.379123889,0,0
8.724891065,9.0677168,5.522839931,0,0,1,-0.376606087,1.085778297,0.175327752,0,0
-1.147047943,4.073634446,5.806739265,1,0,0,-0.804634615,-3.409532005,-1.008008079,0,0
-0.150262301,9.15838582,5.244412044,0,0,0,2.190544148,1.556846235,-0.718546301,0,0
0.540180542,4.787624496,4.17621096,0,0,1,1.864809319,0.134900013,3.054937636,1,1
7.051265086,1.861620309,6.422696583,0,1,0,-0.225314637,1.450503634,0.704800979,0,0
5.381760298,1.064076887,1.397129262,1,1,0,-4.570840799,0.764160071,5.32263603,1,1
5.571302548,5.711645794,0.268564101,1,1,0,-0.599096185,-1.333734596,2.090744442,0,0
7.917295427,2.782759752,15.05821759,1,0,1,1.010371254,0.556673555,-0.2052593,0,0
11.91776631,3.997738842,7.574105808,1,1,0,-1.600278044,-2.546815057,1.171447104,0,0
5.134754286,6.851299992,5.770137309,0,1,1,2.624259008,-0.220528944,0.241199117,0,0
5.933227276,7.485478847,0.763392766,1,1,0,5.358259986,1.432863821,0.637141458,0,0
4.657144257,3.815885985,1.26764556,0,0,1,1.124152332,-0.835394376,2.166114945,1,1
9.769301113,1.443773867,3.257239067,1,1,0,0.591380947,0.524823315,0.187184323,0,0
4.838360387,4.196482204,1.808024461,0,1,0,-0.052796766,-1.021360332,-4.740253232,0,0
-2.995238353,8.090015289,7.032333644,1,0,1,1.061368964,-0.023106516,1.61317007,0,0
10.30013285,0.913993109,2.37882193,0,0,1,-0.19897857,0.729664434,3.806752425,1,0
2.091776022,5.324020103,3.710597485,0,1,1,-1.827858679,1.913403318,2.913169397,0,0
8.707131727,3.52675,3.446625349,0,0,0,3.70776017,0.198310682,2.37175611,1,0
3.287542515,-0.552863741,7.138748476,0,0,0,-1.047122876,2.015329131,-2.485895018,0,0
-0.233395812,-0.948155008,6.769665041,0,1,0,-0.271751034,2.225017736,0.039445984,0,0
0.630433691,8.944629951,2.788882335,1,0,0,0.751659626,-1.975108764,0.818496004,0,0
2.449214035,-6.014281686,9.173880723,0,0,1,-1.166922048,2.089858299,-1.294610267,0,0
9.26760826,1.860159263,1.83881799,1,1,1,-1.662086548,-1.949109262,1.368431167,0,0
4.622409975,10.29827513,8.312514239,1,0,1,2.763318532,-2.331401083,3.231020413,0,0
3.708724656,3.420223974,1.744096935,1,0,1,0.904691975,1.634185444,1.647330272,1,1
0.484828954,3.601241745,3.968006253,0,0,0,-0.428373559,-0.439625089,-1.376382222,0,0
4.462217598,5.029063547,7.344247301,1,1,1,-2.135978459,-0.427646723,-1.523715589,0,0
6.640433277,9.282412862,6.105771118,0,0,1,0.709930385,-2.121243145,0.593404023,0,0
5.12077707,9.806426211,8.273753878,1,1,0,-2.564052491,-1.570206426,0.063449245,0,0
7.348807745,5.573772529,8.710247008,0,0,1,-4.986482486,0.466209285,-0.501976835,0,0
10.39400533,10.93004973,4.096625272,0,0,0,0.804362911,-0.46119614,-3.540548713,0,0
7.304234578,6.434259382,3.903024926,1,0,0,0.926420524,4.332216437,3.383396624,1,1
2.468068685,6.300431165,2.424976267,0,1,0,0.859872024,3.930402127,-3.868739995,0,0
9.522118789,4.059104022,5.140053369,0,1,1,-2.522950892,3.384056119,-2.445092199,0,0
4.205945016,10.52354034,2.947860607,0,1,0,-0.82620817,0.087278534,-2.520528868,0,0
4.244581896,6.486862518,-0.018744835,0,1,1,-0.567033436,0.540803025,-2.933366758,0,0
1.638875565,7.179794842,8.252112381,1,0,0,1.572505566,0.021023892,2.128697451,0,0
4.660562207,5.993332742,8.581748409,0,1,0,-1.214677664,-0.681487785,0.569353471,0,0
2.161218672,6.024851064,2.650308017,0,0,0,-1.803044792,-1.323435489,-0.975334149,0,0
7.524641662,0.89385452,6.37288473,0,1,0,-0.294303607,2.972278377,-0.348350844,0,0
-4.325228596,3.332195858,-0.420659848,0,0,1,1.968334165,1.679285982,-0.248377006,1,0
0.331421083,0.320592739,8.32654602,0,1,0,-1.020106958,-0.520042824,-0.311060602,0,0
3.162728485,7.02145294,2.639285332,1,1,0,0.03926031,-0.0636294,-0.367346797,0,0
5.236495736,3.336441669,4.849198049,0,1,0,-3.117817309,3.374415131,1.823820869,0,0
4.259303513,12.25415538,8.957997994,1,1,0,1.460828685,1.076950771,-1.575720089,0,0
4.912663422,3.514048322,1.64562222,0,0,1,1.553028376,0.515712904,-0.538901577,0,0
4.450581605,4.717886142,3.071184082,1,1,1,0.660518241,-1.109160926,-1.033059354,0,0
3.551821193,10.19890931,1.952036459,0,0,1,0.352052375,2.016713409,1.837582744,0,0
2.26510571,-1.422684294,6.517996751,1,0,0,1.01775923,3.01177497,-0.537722002,0,0
4.211063694,3.273712986,2.666702388,1,0,0,0.473056494,-0.435076928,-0.624739184,0,0
7.94643964,1.379107552,9.745356752,1,0,0,-5.662856606,0.095130282,-0.768055075,0,0
3.113561571,3.521302115,13.58068242,0,0,1,2.467471886,-1.510203352,0.708003609,0,0
4.745570747,3.012624199,5.817763061,0,1,0,-0.613199828,-0.392979157,2.501596704,0,0
4.335028856,7.035296828,4.13507887,1,0,0,-0.72096038,0.729710611,-0.517126255,0,0
4.602496777,4.522998689,11.44113424,0,0,1,-0.122305189,-3.13611653,-0.22300885,0,0
7.130978683,4.164686091,5.073602084,1,1,0,0.086084809,-1.732374414,-0.145005748,0,0
-1.985231538,4.651498586,5.466410765,1,1,1,-1.491433414,-3.216280758,0.422099263,0,0
3.684455707,3.554189234,7.481430897,1,1,1,0.118993934,0.1939158,-0.793777762,0,0
4.203580058,3.57499496,10.98865818,1,1,1,-1.093498561,-0.386492785,-0.991194598,0,0
6.939656842,2.553205502,9.767655426,0,0,0,-0.39425905,2.060371256,-1.38490337,0,0
6.500790622,4.802507873,4.75466855,1,0,1,-1.323598857,-1.833915712,4.35988631,0,0
4.779409338,1.944843785,6.31205836,1,1,0,0.323949655,-2.07602306,0.339539577,0,0
3.940583739,7.341939895,-0.428772617,0,1,0,-3.049861036,-2.338804578,-0.210929145,0,0
5.395150544,6.569180749,5.240510148,1,0,0,2.01188972,-0.278193562,1.272064068,0,0
-2.931018048,7.324614695,-0.840180385,1,0,0,-3.323631088,0.645192491,0.158622989,0,0
4.203087288,5.324107249,4.851801279,1,1,1,1.131065131,1.966317313,3.481871708,1,1
8.700653505,5.773726194,-2.047424028,1,0,0,0.533746291,1.564879699,-4.605971402,0,0
-2.699260151,9.419962266,8.16376498,0,0,1,0.098074421,0.497620469,-1.071684376,0,0
3.47390832,1.44596941,0.615001028,1,0,0,-1.617760771,2.917005508,-0.819362282,1,0
9.62143806,2.726081103,3.885696602,1,0,1,0.649326912,-0.946781093,-0.431485262,0,0
6.439186837,5.963459165,7.928408489,1,1,0,-0.916204892,1.478589726,1.812909128,0,0
4.445790803,5.945019006,7.225369203,1,0,0,0.039019882,1.088932861,-1.575956946,0,0
4.831211172,7.737860555,5.606588217,1,0,0,-4.053403828,-0.404837393,2.308627489,0,0
9.98037949,7.240013612,1.486483725,1,0,0,1.097557514,0.36553469,0.346858072,0,0
3.451623038,5.974765176,8.135784638,0,1,0,-3.308684998,-1.158442432,3.631664379,0,0
6.811641257,7.986517899,11.58859227,0,0,0,4.061209073,-3.534645451,0.017915011,0,0
1.180449762,9.329457494,1.450034332,1,1,1,-1.461125043,-1.115170305,-0.001797649,0,0
-0.151742916,1.506356871,13.09982677,1,0,1,-1.883842623,-1.567939625,-0.42250449,0,0
3.44212481,0.255861277,3.657193071,0,0,0,3.22797332,-1.473870236,-0.224945068,0,0
11.22197378,2.038183137,3.518014754,0,0,1,-0.72997124,-4.189129255,0.904725194,0,0
4.763569748,5.291065078,7.267516591,1,1,0,-2.855919569,1.814033481,-1.910004447,0,0
7.088895993,4.751652106,7.012001356,0,1,1,1.067201853,-2.721190571,-2.812905748,0,0
2.350282027,7.474027257,12.69422426,0,1,0,-1.404349145,-1.344874358,0.255593921,0,0
6.730054708,2.811290876,8.028559927,0,0,1,1.01332765,-0.526747339,2.189952698,0,0
6.437013598,2.381330951,4.418134538,1,1,0,0.026718127,2.517493684,0.860096281,0,0
0.251440129,1.849523179,5.987797548,0,1,1,0.625138891,0.942796619,-0.109109483,0,0
1.469328327,6.292193979,4.974459331,1,0,1,0.415497751,2.828142027,-9.502988237,0,0
2.075321851,1.499201559,5.04329808,0,1,1,-0.639681831,0.219600315,0.949451905,0,0
10.01322293,2.834148432,-0.015048597,0,0,1,0.578486125,3.8889445,-6.275597158,0,0
8.463269676,6.276496065,6.016919128,0,1,0,-0.534946744,1.631377246,0.286823598,0,0
6.793674126,5.387563917,7.333433593,0,1,1,-1.529630084,-1.362352638,0.859895339,0,0
1.508713841,2.278601828,4.193791636,1,1,1,1.802294986,2.217425751,1.250595216,1,1
7.722655603,9.728234188,6.90361286,0,0,1,-0.78732876,-3.432696104,0.359180731,0,0
2.139527782,0.463879836,3.859717067,1,1,1,1.630670788,1.578096037,-0.596893139,1,1
3.666903422,13.44306133,9.856716608,1,1,0,0.646405913,-1.619260309,-0.361367272,0,0
5.258573108,3.815558643,8.954982048,1,1,1,1.156635032,-0.679511144,-0.459121335,0,0
7.14571698,11.86170587,1.928551545,1,0,0,-0.601020074,1.947429647,-0.299106909,0,0
3.307624122,3.646661824,5.905617679,1,1,1,-0.705326322,-1.091342737,-0.022680786,0,0
3.614294936,4.318176823,8.713536042,0,1,0,-0.383202389,-1.310042372,-2.857469113,0,0
4.248153285,5.957383429,3.327911233,0,0,0,-2.254649732,0.349082654,0.775428464,0,0
8.666597287,0.544248483,3.67984477,1,1,1,1.625642366,-1.016314333,-0.02724255,0,0
6.774276365,4.737376676,5.791014649,1,0,1,1.167698247,3.211857197,2.143679786,0,0
0.144038307,8.451197719,7.004292674,1,0,1,-6.026702283,-0.292032633,0.405929455,0,0
1.290885755,4.864453305,9.289031157,0,0,1,0.771389892,-0.116853326,-1.044881074,0,0
3.308018082,-3.49208647,0.646949989,1,1,1,-1.940230998,-1.30998547,1.038646754,1,0
4.780441824,9.133316856,5.460951591,0,1,1,1.024726633,0.260002541,-0.264389416,0,0
4.566423452,2.520787897,9.087402859,1,0,1,-2.762684173,-0.48910654,2.200330814,0,0
7.246273027,3.775888644,6.34028858,0,0,0,1.041758297,2.729250716,-1.398587318,0,0
0.889813465,9.475120657,8.622653198,1,0,1,1.007770961,1.566519127,-1.558015593,0,0
1.525742687,6.326632616,4.770119857,1,1,0,-1.489219898,0.017653817,0.652431078,0,0
6.666414734,3.169086444,6.407139141,1,1,1,2.294986138,2.22861364,1.348668192,0,0
5.703936601,0.017593196,5.131039987,0,1,0,-0.125822445,1.870507411,0.091721255,0,0
3.642908937,8.525640523,4.229643072,0,0,0,-0.284757918,0.14753145,1.522802472,0,0
1.201033564,4.530548621,4.813591565,1,1,0,-0.604414741,0.80229723,-1.73852611,0,0
2.135013934,5.605810125,-3.154733675,0,1,0,-0.684892477,-3.376377508,1.140495546,0,0
2.054393618,4.817045726,2.567457722,1,1,0,1.543783179,1.413931187,-1.601253714,0,0
5.100828002,4.221481713,0.593954232,1,1,0,-1.677695378,1.587133477,-1.475915465,0,0
2.046032435,5.409141081,6.96938055,0,0,1,-1.99262683,-2.649035934,2.827620787,0,0
6.064984662,5.147019875,9.307737104,1,1,1,-0.347250564,-0.475318735,-1.334471002,0,0
6.872304295,5.433247481,5.302809657,0,1,1,-0.378374726,1.183594651,0.820381283,0,0
2.895476631,1.70471657,4.266839974,1,1,1,-2.185747797,-1.36323595,-1.580322439,0,0
10.14019604,2.820317533,1.61105976,1,1,0,1.891113597,0.309201683,-0.492089044,0,0
4.712525606,3.728622879,5.510742564,0,0,0,-0.359762281,0.065906782,1.408142233,0,0
1.59169323,5.123127093,0.651052113,0,1,0,-0.591304142,0.324835887,2.179594648,1,0
0.976734031,3.049621271,7.787700444,0,1,0,-2.694568391,-0.295755783,-1.496029589,0,0
1.58256922,4.49922835,5.440569053,0,1,1,-1.803894874,1.494622252,-0.879008256,0,0
12.7411443,6.065653949,5.639437549,0,1,0,-3.849429534,1.107217414,-1.547037038,0,0
5.037456477,4.606741555,-0.315450607,0,0,0,0.744717166,-2.558224672,-2.737258148,0,0
7.959300627,12.24487346,5.131093523,1,0,0,-3.532104692,-1.332805081,-2.34567758,0,0
8.31884533,-0.908487382,12.45242128,1,1,1,-1.345774208,0.662212827,-0.896743954,0,0
0.727456512,1.020764036,6.264868231,1,1,0,1.101985826,4.011364462,-1.462770204,0,0
5.349686105,7.217191329,3.591952493,0,1,0,0.602762637,-0.566108252,-3.645782688,0,0
-0.011232012,7.847563778,9.055781498,1,0,1,-5.724249056,0.438743967,-0.708478823,0,0
9.78962879,10.3791808,7.784836298,1,0,1,-1.569362634,2.186518418,-1.479963236,0,0
1.06696086,3.918450983,3.980185061,0,1,0,1.160522302,2.195778603,-0.496433001,0,0
8.9414687,8.059672223,7.576073964,0,0,1,-0.50955378,-2.842778834,-0.598992531,0,0
10.49436244,4.020044513,6.835888496,0,0,1,0.987938256,0.246902953,0.040375666,0,0
12.16057327,8.088289825,2.596156153,0,0,1,0.266049058,-2.878606938,-0.120419816,0,0
5.159897335,8.046073706,3.650674362,0,1,1,0.454268602,-1.541045011,-0.898517619,0,0
8.352737171,3.273494598,0.339254297,0,1,0,6.846543021,0.681694637,4.429767723,1,1
4.249026847,5.465653018,5.587175033,0,0,1,2.720916513,0.445501603,-0.061175208,0,0
5.534811464,4.97887861,5.262851979,0,0,1,1.467935724,-4.449711849,0.188102096,0,0
5.310776897,3.243371669,5.256584809,1,1,0,-0.982145194,-0.792064869,-2.077600044,0,0
3.8834071,4.147936866,9.942843045,1,0,0,0.66368555,0.111854327,1.877079121,0,0
8.74220963,5.914484212,3.475816194,1,0,0,-0.703500779,1.211448533,2.932948837,0,0
5.042051108,4.147335462,5.941592274,0,1,1,1.509775556,-1.275519588,3.483714374,0,0
-0.710281399,1.202352731,5.175496332,0,0,1,2.46934174,0.537544538,-2.333147568,0,0
5.334743032,3.228599273,7.539287638,0,1,1,0.159235448,-0.067644568,-0.491021412,0,0
4.266196921,5.772836821,4.045341998,1,0,0,-0.963377862,0.547534696,1.347595834,0,0
4.697277659,3.848615248,5.501378083,1,1,1,-0.005428867,-0.442645019,3.87533323,0,0
5.301205387,2.789572722,3.402415656,1,0,1,-3.860643525,-0.214975626,-2.669429261,0,0
4.554852136,2.0812671,9.241965092,1,0,0,-1.666121483,2.341072765,0.951681159,0,0
2.081309122,4.798789069,11.50522763,1,0,1,-0.399818764,-2.885229814,-0.59030022,0,0
1.029023675,9.879104537,10.84319713,0,1,1,-0.049459102,-1.000964705,-0.906454602,0,0
10.55553011,0.830732714,2.756808598,1,0,1,1.635608649,-1.44330861,-3.381353341,0,0
4.948870588,9.687644885,4.92935173,1,0,0,1.457589559,-1.679021187,0.15243048,0,0
8.090382651,5.854697407,4.998532861,1,1,0,-1.931759229,-0.92768569,1.030038584,0,0
1.286413993,3.619866115,2.061020435,1,1,1,-0.62170025,0.015223062,0.478206649,0,0
2.903526782,2.356184808,0.967500106,1,1,0,2.456123884,-0.066174945,1.052199726,1,1
4.750616541,0.763749735,12.12968005,0,0,0,0.172676113,0.510297374,-1.314303854,0,0
5.734506672,1.896080192,0.2587672,0,1,1,-3.495043905,0.482010925,-0.72999364,0,0
9.498364558,8.364289812,3.809141138,1,1,1,4.030611878,-5.626717483,-2.37724682,0,0
10.74354737,6.085163828,6.377070199,1,1,0,-0.273870214,1.728960597,0.241866176,0,0
9.058647244,7.948836761,6.772157967,1,1,1,1.209866261,0.337736305,0.052880127,0,0
6.96269287,4.357893033,5.577655608,0,0,0,1.905598464,4.592029438,0.093540185,0,0
1.192559703,0.723648443,8.34649581,1,0,0,1.267189432,2.547360229,0.253034131,0,0
6.479837602,7.288462078,5.111200056,0,0,0,0.167800187,-1.992920022,1.173060827,0,0
3.660632167,9.995495365,1.702076688,0,0,1,-0.174292575,0.847353615,0.991334512,0,0
7.73001508,2.203013943,9.761931238,1,1,1,0.640025613,-1.14531284,1.442108695,0,0
5.990309771,-0.781356235,5.410425248,0,1,0,1.562445379,0.741371304,0.644216161,0,0
1.839638115,11.76700607,1.85462494,1,1,0,0.703116074,-2.188089085,-0.306450563,0,0
8.243458482,5.243320986,4.121468988,0,1,1,-4.4456876,0.688300097,-0.271975066,0,0
6.309896976,6.609848405,6.271484888,1,1,1,-2.26278159,-0.803200833,-2.876013181,0,0
4.943029531,4.629454846,2.84658868,1,1,1,-1.527456623,0.475300759,-1.080832329,0,0
8.230837067,8.724900891,0.520386049,0,1,0,1.39204696,0.159201699,3.525575354,1,0
4.790281592,7.544504415,7.286903386,0,1,1,1.706702271,1.187321381,-0.351828714,0,0
3.762710768,2.654640468,8.605245634,1,1,0,-0.373229236,-0.632787329,-1.607978849,0,0
